Applicant_Name,Gender,State,District,PinCode,GID,Owner,TypeOfConnection,Status,connection_no,connection_date,Connection_Status
Michael Anderson,Male,Karnataka,Belagavi,668856,ADHAR,JOINT,Residential,Connection Released,EB004686,2026-06-11,RELEASED
Ananya Johnson,Male,Telangana,Nizamabad,563620,PASSPORT,JOINT,Commercial,Connection Released,EB004687,2026-06-11,RELEASED
Ananya Johnson,Male,Andhra Pradesh,Vijayawada,576435,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004688,2026-06-11,RELEASED
Ava Smith,Female,Andhra Pradesh,Guntur,560289,VOTER_ID,JOINT,Commercial,Connection Released,EB004689,2026-06-11,RELEASED
Ava Smith,Female,Tamil Nadu,Tirunelveli,641400,PASSPORT,JOINT,Commercial,Connection Released,EB004690,2026-06-11,RELEASED
Divya Wilson,Female,Karnataka,Bengaluru,568047,PAN,JOINT,Commercial,CONNECTING,EB004691,2026-06-11,PENDING
Thomas Iyer,Female,Kerala,Kochi,567245,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004692,2026-06-11,RELEASED
Divya Sharma,Male,Telangana,Hyderabad,688415,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004693,2026-06-11,RELEASED
Mia Wilson,Male,Tamil Nadu,Salem,612376,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004694,2026-06-11,RELEASED
Charlotte Thomas,Female,Karnataka,Belagavi,634536,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004695,2026-06-11,RELEASED
Vikram Iyer,Male,Tamil Nadu,Tirunelveli,567084,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004696,2026-06-11,RELEASED
Karthik Singh,Male,Andhra Pradesh,Vijayawada,595881,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004697,2026-06-11,RELEASED
William Taylor,Female,Andhra Pradesh,Guntur,676582,PAN,INDIVIDUAL,Residential,Connection Released,EB004698,2026-06-11,RELEASED
Varun Reddy,Female,Telangana,Nizamabad,574546,VOTER_ID,JOINT,Commercial,Connection Released,EB004699,2026-06-11,RELEASED
Ananya Brown,Female,Telangana,Hyderabad,553609,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004700,2026-06-11,RELEASED
Arjun Davis,Female,Karnataka,Hubballi,577016,VOTER_ID,JOINT,Residential,UNKNOWN,EB004701,2026-06-11,PENDING
Olivia Smith,Male,Karnataka,Mysuru,546524,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004702,2026-06-11,RELEASED
Akash Gupta,Female,Karnataka,Mangaluru,668916,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004703,2026-06-11,RELEASED
Emma Iyer,Female,Tamil Nadu,Coimbatore,674253,PAN,INDIVIDUAL,Commercial,Connection Released,EB004704,2026-06-11,RELEASED
Amelia Rajan,Female,Andhra Pradesh,Vijayawada,589276,PAN,JOINT,Residential,DISCONNECTED,EB004705,2026-06-11,DISCONNECTED
Rohit Kumar,Male,Telangana,Khammam,561613,PASSPORT,JOINT,Commercial,Connection Released,EB004706,2026-06-11,RELEASED
Arjun Rajan,Male,Kerala,Thrissur,502606,PAN,INDIVIDUAL,Commercial,Connection Released,EB004707,2026-06-11,RELEASED
Mia Brown,Male,Kerala,Thrissur,651569,PAN,INDIVIDUAL,Commercial,Connection Released,EB004708,2026-06-11,RELEASED
Rohit Miller,Male,Andhra Pradesh,Vijayawada,677447,VOTER_ID,JOINT,Commercial,Connection Released,EB004709,2026-06-11,RELEASED
Jack Anderson,Male,Telangana,Karimnagar,556525,ADHAR,INDIVIDUAL,Residential,DISCONNECTED,EB004710,2026-06-11,DISCONNECTED
Joseph Taylor,Male,Tamil Nadu,Coimbatore,625332,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004711,2026-06-11,RELEASED
Amit Johnson,Female,Kerala,Thiruvananthapuram,519177,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004712,2026-06-11,PENDING
Meera Kumar,Female,Karnataka,Hubballi,667369,VOTER_ID,JOINT,Residential,CONNECTING,EB004713,2026-06-11,PENDING
Pooja Brown,Male,Telangana,Khammam,566608,PASSPORT,JOINT,Residential,CONNECTING,EB004714,2026-06-11,PENDING
Prakash Thomas,Female,Telangana,Nizamabad,596452,ADHAR,JOINT,Residential,Connection Released,EB004715,2026-06-11,RELEASED
James Smith,Female,Kerala,Thrissur,628758,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004716,2026-06-11,RELEASED
Varun Brown,Female,Tamil Nadu,Coimbatore,515743,PAN,INDIVIDUAL,Commercial,UNKNOWN,EB004717,2026-06-11,PENDING
Varun Smith,Female,Tamil Nadu,Chennai,617873,PAN,JOINT,Commercial,Connection Released,EB004718,2026-06-11,RELEASED
Suresh Miller,Female,Tamil Nadu,Salem,578554,PAN,JOINT,Residential,Connection Released,EB004719,2026-06-11,RELEASED
Jack Johnson,Male,Tamil Nadu,Tirunelveli,607353,PAN,INDIVIDUAL,Residential,Connection Released,EB004720,2026-06-11,RELEASED
Naveen Verma,Male,Karnataka,Bengaluru,649560,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB004721,2026-06-11,DISCONNECTED
Harper Singh,Female,Tamil Nadu,Madurai,581853,PAN,JOINT,Residential,CONNECTING,EB004722,2026-06-11,PENDING
Akash Brown,Male,Telangana,Karimnagar,556103,PASSPORT,JOINT,Commercial,Connection Released,EB004723,2026-06-11,RELEASED
Jack Gupta,Female,Karnataka,Belagavi,531630,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004724,2026-06-11,RELEASED
Deepak Anderson,Male,Andhra Pradesh,Visakhapatnam,653432,PAN,INDIVIDUAL,Commercial,Connection Released,EB004725,2026-06-11,RELEASED
Suresh Sharma,Female,Andhra Pradesh,Visakhapatnam,546472,PAN,INDIVIDUAL,Commercial,Connection Released,EB004726,2026-06-11,RELEASED
Meera Anderson,Male,Telangana,Hyderabad,601351,PAN,INDIVIDUAL,Residential,Connection Released,EB004727,2026-06-11,RELEASED
Manoj Johnson,Female,Kerala,Kozhikode,604114,PAN,JOINT,Residential,CONNECTING,EB004728,2026-06-11,PENDING
Charlotte Anderson,Male,Tamil Nadu,Madurai,663269,ADHAR,JOINT,Commercial,CONNECTING,EB004729,2026-06-11,PENDING
Priya Johnson,Male,Andhra Pradesh,Guntur,589541,ADHAR,JOINT,Residential,Connection Released,EB004730,2026-06-11,RELEASED
David Iyer,Female,Telangana,Karimnagar,560806,PAN,INDIVIDUAL,Residential,Connection Released,EB004731,2026-06-11,RELEASED
Olivia Verma,Male,Andhra Pradesh,Guntur,510165,PAN,INDIVIDUAL,Residential,CONNECTING,EB004732,2026-06-11,PENDING
Sneha Moore,Male,Andhra Pradesh,Kurnool,629870,VOTER_ID,JOINT,Commercial,Connection Released,EB004733,2026-06-11,RELEASED
Deepak Johnson,Female,Tamil Nadu,Coimbatore,526914,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004734,2026-06-11,RELEASED
Vikram Patel,Female,Tamil Nadu,Chennai,562826,PAN,JOINT,Residential,Connection Released,EB004735,2026-06-11,RELEASED
Naveen Anderson,Male,Tamil Nadu,Chennai,516386,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004736,2026-06-11,RELEASED
Kavya Moore,Male,Telangana,Karimnagar,537851,PASSPORT,JOINT,Commercial,Connection Released,EB004737,2026-06-11,RELEASED
Jack Anderson,Male,Karnataka,Hubballi,647186,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004738,2026-06-11,RELEASED
Varun Johnson,Female,Tamil Nadu,Coimbatore,504465,PASSPORT,JOINT,Residential,Connection Released,EB004739,2026-06-11,RELEASED
Amelia Moore,Female,Kerala,Kannur,623400,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004740,2026-06-11,RELEASED
William Rajan,Female,Kerala,Kozhikode,558771,PASSPORT,JOINT,Commercial,Connection Released,EB004741,2026-06-11,RELEASED
Ava Gupta,Male,Andhra Pradesh,Nellore,563930,PAN,JOINT,Residential,Connection Released,EB004742,2026-06-11,RELEASED
William Davis,Male,Karnataka,Hubballi,550350,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB004743,2026-06-11,PENDING
Robert Taylor,Male,Andhra Pradesh,Nellore,524835,VOTER_ID,JOINT,Commercial,Connection Released,EB004744,2026-06-11,RELEASED
Varun Kumar,Female,Andhra Pradesh,Guntur,504355,PAN,JOINT,Residential,Connection Released,EB004745,2026-06-11,RELEASED
Akash Taylor,Female,Kerala,Thiruvananthapuram,616854,PASSPORT,INDIVIDUAL,Commercial,CONNECTING,EB004746,2026-06-11,PENDING
Divya Wilson,Male,Telangana,Nizamabad,625517,PAN,JOINT,Residential,Connection Released,EB004747,2026-06-11,RELEASED
William Gupta,Female,Kerala,Kozhikode,613939,ADHAR,JOINT,Commercial,Connection Released,EB004748,2026-06-11,RELEASED
Priya Iyer,Male,Telangana,Khammam,683784,PAN,INDIVIDUAL,Residential,DISCONNECTED,EB004749,2026-06-11,DISCONNECTED
Priya Patel,Male,Kerala,Kannur,627195,VOTER_ID,JOINT,Residential,Connection Released,EB004750,2026-06-11,RELEASED
Akash Miller,Male,Kerala,Thiruvananthapuram,574751,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004751,2026-06-11,RELEASED
Kavya Johnson,Female,Telangana,Khammam,505035,PAN,JOINT,Commercial,Connection Released,EB004752,2026-06-11,RELEASED
Abigail Taylor,Male,Telangana,Hyderabad,640699,VOTER_ID,INDIVIDUAL,Residential,DISCONNECTED,EB004753,2026-06-11,DISCONNECTED
Thomas Rajan,Female,Telangana,Khammam,508532,ADHAR,JOINT,Commercial,Connection Released,EB004754,2026-06-11,RELEASED
Evelyn Johnson,Female,Telangana,Warangal,581945,VOTER_ID,JOINT,Residential,Connection Released,EB004755,2026-06-11,RELEASED
Manoj Singh,Female,Andhra Pradesh,Nellore,686883,VOTER_ID,INDIVIDUAL,Residential,DISCONNECTED,EB004756,2026-06-11,DISCONNECTED
Emma Davis,Female,Kerala,Thrissur,662762,PASSPORT,JOINT,Commercial,FAILED,EB004757,2026-06-11,PENDING
Varun Moore,Male,Telangana,Karimnagar,596895,PAN,JOINT,Commercial,Connection Released,EB004758,2026-06-11,RELEASED
Amit Wilson,Male,Andhra Pradesh,Kurnool,543386,PAN,INDIVIDUAL,Residential,FAILED,EB004759,2026-06-11,PENDING
Amit Johnson,Female,Tamil Nadu,Salem,674282,PAN,JOINT,Residential,Connection Released,EB004760,2026-06-11,RELEASED
Mia Davis,Male,Andhra Pradesh,Kurnool,553320,PASSPORT,JOINT,Commercial,DISCONNECTED,EB004761,2026-06-11,DISCONNECTED
Thomas Rajan,Male,Andhra Pradesh,Kurnool,568068,VOTER_ID,JOINT,Residential,DISCONNECTED,EB004762,2026-06-11,DISCONNECTED
Daniel Verma,Male,Tamil Nadu,Tirunelveli,539006,PAN,JOINT,Commercial,Connection Released,EB004763,2026-06-11,RELEASED
Michael Thomas,Male,Telangana,Khammam,606913,PAN,JOINT,Residential,Connection Released,EB004764,2026-06-11,RELEASED
Rahul Johnson,Female,Tamil Nadu,Salem,652221,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004765,2026-06-11,RELEASED
Ava Brown,Female,Kerala,Thrissur,586211,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004766,2026-06-11,RELEASED
Priya Moore,Female,Andhra Pradesh,Kurnool,673600,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004767,2026-06-11,RELEASED
Kavya Miller,Female,Telangana,Hyderabad,665976,PAN,JOINT,Residential,Connection Released,EB004768,2026-06-11,RELEASED
Emma Davis,Female,Tamil Nadu,Chennai,672655,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004769,2026-06-11,RELEASED
Kavya Brown,Female,Kerala,Thrissur,501441,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004770,2026-06-11,RELEASED
Joseph Nair,Female,Tamil Nadu,Salem,635360,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004771,2026-06-11,RELEASED
Sneha Patel,Female,Andhra Pradesh,Vijayawada,647093,PAN,INDIVIDUAL,Commercial,FAILED,EB004772,2026-06-11,PENDING
Evelyn Singh,Male,Tamil Nadu,Chennai,509669,ADHAR,INDIVIDUAL,Commercial,DISCONNECTED,EB004773,2026-06-11,DISCONNECTED
Vikram Thomas,Female,Karnataka,Hubballi,535667,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004774,2026-06-11,RELEASED
Deepak Thomas,Male,Karnataka,Hubballi,661436,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004775,2026-06-11,RELEASED
Varun Thomas,Male,Telangana,Nizamabad,696227,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004776,2026-06-11,RELEASED
Prakash Verma,Male,Karnataka,Hubballi,648346,PASSPORT,INDIVIDUAL,Commercial,CONNECTING,EB004777,2026-06-11,PENDING
Divya Anderson,Male,Andhra Pradesh,Guntur,518601,PASSPORT,JOINT,Commercial,Connection Released,EB004778,2026-06-11,RELEASED
Harper Kumar,Male,Karnataka,Hubballi,541087,PAN,INDIVIDUAL,Residential,Connection Released,EB004779,2026-06-11,RELEASED
Robert Wilson,Male,Andhra Pradesh,Kurnool,618770,ADHAR,JOINT,Residential,CONNECTING,EB004780,2026-06-11,PENDING
Charlotte Brown,Female,Telangana,Karimnagar,645052,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB004781,2026-06-11,PENDING
Rahul Brown,Male,Telangana,Hyderabad,514998,PAN,JOINT,Residential,Connection Released,EB004782,2026-06-11,RELEASED
Deepak Reddy,Male,Tamil Nadu,Salem,658378,PASSPORT,JOINT,Residential,DISCONNECTED,EB004783,2026-06-11,DISCONNECTED
Amit Moore,Female,Karnataka,Bengaluru,509519,VOTER_ID,JOINT,Commercial,Connection Released,EB004784,2026-06-11,RELEASED
Divya Patel,Male,Karnataka,Mysuru,699907,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004785,2026-06-11,RELEASED
Karthik Iyer,Male,Telangana,Warangal,547705,PASSPORT,JOINT,Commercial,Connection Released,EB004786,2026-06-11,RELEASED
Emma Smith,Female,Telangana,Nizamabad,646038,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004787,2026-06-11,PENDING
Abigail Iyer,Female,Tamil Nadu,Coimbatore,677584,ADHAR,JOINT,Commercial,Connection Released,EB004788,2026-06-11,RELEASED
Priya Sharma,Female,Kerala,Thiruvananthapuram,647483,PAN,JOINT,Commercial,CONNECTING,EB004789,2026-06-11,PENDING
John Taylor,Male,Andhra Pradesh,Vijayawada,683684,ADHAR,JOINT,Residential,Connection Released,EB004790,2026-06-11,RELEASED
Robert Brown,Male,Tamil Nadu,Tirunelveli,591904,PAN,JOINT,Residential,DISCONNECTED,EB004791,2026-06-11,DISCONNECTED
Robert Smith,Male,Telangana,Khammam,573855,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004792,2026-06-11,RELEASED
Michael Verma,Female,Karnataka,Bengaluru,615027,PAN,INDIVIDUAL,Residential,CONNECTING,EB004793,2026-06-11,PENDING
John Gupta,Male,Karnataka,Belagavi,684588,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB004794,2026-06-11,PENDING
Mia Reddy,Female,Andhra Pradesh,Vijayawada,690763,PASSPORT,JOINT,Commercial,Connection Released,EB004795,2026-06-11,RELEASED
Rohit Miller,Female,Tamil Nadu,Madurai,676851,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB004796,2026-06-11,PENDING
Amit Sharma,Female,Kerala,Kannur,668463,ADHAR,JOINT,Residential,Connection Released,EB004797,2026-06-11,RELEASED
Priya Miller,Female,Andhra Pradesh,Vijayawada,573850,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004798,2026-06-11,RELEASED
David Brown,Male,Telangana,Khammam,536979,PASSPORT,JOINT,Residential,Connection Released,EB004799,2026-06-11,RELEASED
Emma Nair,Female,Kerala,Kozhikode,550175,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004800,2026-06-11,RELEASED
Thomas Anderson,Female,Karnataka,Bengaluru,608817,VOTER_ID,JOINT,Commercial,Connection Released,EB004801,2026-06-11,RELEASED
Robert Anderson,Male,Telangana,Karimnagar,614612,PASSPORT,INDIVIDUAL,Residential,FAILED,EB004802,2026-06-11,PENDING
Joseph Davis,Male,Karnataka,Mangaluru,526353,PAN,JOINT,Commercial,CONNECTING,EB004803,2026-06-11,PENDING
Meera Sharma,Male,Andhra Pradesh,Kurnool,637260,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004804,2026-06-11,RELEASED
Ananya Nair,Male,Tamil Nadu,Chennai,579948,PAN,JOINT,Residential,CONNECTING,EB004805,2026-06-11,PENDING
Deepak Iyer,Male,Tamil Nadu,Coimbatore,519534,PAN,JOINT,Residential,Connection Released,EB004806,2026-06-11,RELEASED
Amelia Nair,Male,Karnataka,Mysuru,571100,VOTER_ID,JOINT,Residential,Connection Released,EB004807,2026-06-11,RELEASED
Joseph Smith,Male,Tamil Nadu,Chennai,520948,PAN,INDIVIDUAL,Residential,Connection Released,EB004808,2026-06-11,RELEASED
Harper Wilson,Female,Kerala,Thiruvananthapuram,572459,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB004809,2026-06-11,PENDING
James Wilson,Male,Tamil Nadu,Salem,675078,VOTER_ID,JOINT,Commercial,Connection Released,EB004810,2026-06-11,RELEASED
John Patel,Female,Kerala,Kozhikode,576197,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004811,2026-06-11,RELEASED
Suresh Kumar,Male,Andhra Pradesh,Guntur,571487,VOTER_ID,JOINT,Commercial,Connection Released,EB004812,2026-06-11,RELEASED
Varun Kumar,Female,Andhra Pradesh,Nellore,699227,PASSPORT,JOINT,Commercial,Connection Released,EB004813,2026-06-11,RELEASED
Michael Reddy,Female,Tamil Nadu,Madurai,538826,ADHAR,JOINT,Commercial,Connection Released,EB004814,2026-06-11,RELEASED
Karthik Rajan,Female,Andhra Pradesh,Visakhapatnam,500447,PASSPORT,JOINT,Commercial,Connection Released,EB004815,2026-06-11,RELEASED
Charlotte Kumar,Female,Telangana,Warangal,694411,ADHAR,JOINT,Commercial,Connection Released,EB004816,2026-06-11,RELEASED
Naveen Kumar,Female,Tamil Nadu,Salem,527791,PAN,INDIVIDUAL,Residential,DISCONNECTED,EB004817,2026-06-11,DISCONNECTED
Thomas Davis,Male,Kerala,Kochi,683499,ADHAR,JOINT,Commercial,Connection Released,EB004818,2026-06-11,RELEASED
Harper Gupta,Male,Andhra Pradesh,Nellore,592138,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004819,2026-06-11,RELEASED
Pooja Verma,Female,Andhra Pradesh,Vijayawada,689220,PAN,JOINT,Residential,Connection Released,EB004820,2026-06-11,RELEASED
Manoj Reddy,Male,Karnataka,Hubballi,533280,PAN,JOINT,Commercial,Connection Released,EB004821,2026-06-11,RELEASED
Jack Johnson,Male,Telangana,Hyderabad,572778,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004822,2026-06-11,RELEASED
Ananya Gupta,Male,Karnataka,Mangaluru,653517,PAN,JOINT,Commercial,Connection Released,EB004823,2026-06-11,RELEASED
Karthik Moore,Female,Andhra Pradesh,Vijayawada,668840,PASSPORT,INDIVIDUAL,Residential,DISCONNECTED,EB004824,2026-06-11,DISCONNECTED
James Gupta,Female,Kerala,Kozhikode,644049,PASSPORT,INDIVIDUAL,Commercial,UNKNOWN,EB004825,2026-06-11,PENDING
Charlotte Gupta,Female,Tamil Nadu,Madurai,538209,PASSPORT,JOINT,Residential,CONNECTING,EB004826,2026-06-11,PENDING
Prakash Moore,Female,Tamil Nadu,Coimbatore,664899,PAN,INDIVIDUAL,Residential,Connection Released,EB004827,2026-06-11,RELEASED
Mia Johnson,Male,Telangana,Khammam,638706,PAN,JOINT,Commercial,Connection Released,EB004828,2026-06-11,RELEASED
Prakash Taylor,Female,Telangana,Nizamabad,660571,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004829,2026-06-11,PENDING
Charlotte Reddy,Female,Kerala,Kannur,595879,ADHAR,JOINT,Residential,Connection Released,EB004830,2026-06-11,RELEASED
Naveen Patel,Female,Tamil Nadu,Coimbatore,663289,PAN,INDIVIDUAL,Commercial,Connection Released,EB004831,2026-06-11,RELEASED
Charlotte Davis,Male,Andhra Pradesh,Visakhapatnam,532200,PAN,JOINT,Residential,Connection Released,EB004832,2026-06-11,RELEASED
Kavya Singh,Male,Telangana,Warangal,564968,PAN,JOINT,Commercial,Connection Released,EB004833,2026-06-11,RELEASED
Charlotte Davis,Male,Tamil Nadu,Coimbatore,689134,VOTER_ID,INDIVIDUAL,Commercial,DISCONNECTED,EB004834,2026-06-11,DISCONNECTED
Abigail Johnson,Male,Andhra Pradesh,Nellore,501892,PAN,INDIVIDUAL,Commercial,Connection Released,EB004835,2026-06-11,RELEASED
Amelia Singh,Male,Andhra Pradesh,Guntur,512378,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004836,2026-06-11,RELEASED
Ava Smith,Female,Andhra Pradesh,Nellore,688892,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004837,2026-06-11,RELEASED
Akash Johnson,Female,Karnataka,Belagavi,668198,PASSPORT,INDIVIDUAL,Commercial,CONNECTING,EB004838,2026-06-11,PENDING
Amit Moore,Male,Andhra Pradesh,Kurnool,509640,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB004839,2026-06-11,DISCONNECTED
Deepak Singh,Male,Telangana,Hyderabad,655748,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004840,2026-06-11,PENDING
Priya Smith,Female,Telangana,Khammam,658582,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004841,2026-06-11,RELEASED
William Taylor,Male,Telangana,Nizamabad,564500,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004842,2026-06-11,PENDING
Varun Anderson,Male,Kerala,Kochi,669144,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004843,2026-06-11,RELEASED
Amit Wilson,Male,Telangana,Karimnagar,683172,PAN,JOINT,Commercial,CONNECTING,EB004844,2026-06-11,PENDING
Pooja Rajan,Female,Tamil Nadu,Tirunelveli,509556,PAN,JOINT,Commercial,Connection Released,EB004845,2026-06-11,RELEASED
Akash Johnson,Female,Andhra Pradesh,Visakhapatnam,623490,PAN,INDIVIDUAL,Commercial,Connection Released,EB004846,2026-06-11,RELEASED
Kavya Kumar,Female,Karnataka,Bengaluru,671046,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004847,2026-06-11,PENDING
Kavya Nair,Male,Andhra Pradesh,Visakhapatnam,565519,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB004848,2026-06-11,PENDING
Varun Moore,Male,Karnataka,Hubballi,649290,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004849,2026-06-11,RELEASED
Robert Verma,Male,Kerala,Thiruvananthapuram,568948,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004850,2026-06-11,RELEASED
Prakash Reddy,Female,Karnataka,Belagavi,501719,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004851,2026-06-11,RELEASED
Joseph Miller,Female,Telangana,Nizamabad,510855,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004852,2026-06-11,RELEASED
Manoj Iyer,Female,Andhra Pradesh,Nellore,523306,VOTER_ID,JOINT,Residential,FAILED,EB004853,2026-06-11,PENDING
Abigail Thomas,Female,Andhra Pradesh,Nellore,536435,ADHAR,JOINT,Residential,FAILED,EB004854,2026-06-11,PENDING
Vikram Smith,Female,Karnataka,Mysuru,520494,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB004855,2026-06-11,PENDING
Ananya Johnson,Male,Telangana,Karimnagar,637390,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004856,2026-06-11,RELEASED
James Davis,Male,Telangana,Khammam,681757,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004857,2026-06-11,RELEASED
Joseph Rajan,Male,Kerala,Kannur,548063,ADHAR,JOINT,Residential,Connection Released,EB004858,2026-06-11,RELEASED
Suresh Davis,Female,Andhra Pradesh,Vijayawada,580849,PAN,INDIVIDUAL,Residential,Connection Released,EB004859,2026-06-11,RELEASED
Joseph Kumar,Male,Telangana,Hyderabad,613718,PASSPORT,INDIVIDUAL,Commercial,DISCONNECTED,EB004860,2026-06-11,DISCONNECTED
Evelyn Verma,Female,Karnataka,Bengaluru,560177,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004861,2026-06-11,RELEASED
Charlotte Rajan,Female,Telangana,Hyderabad,579560,VOTER_ID,JOINT,Commercial,Connection Released,EB004862,2026-06-11,RELEASED
Prakash Miller,Female,Karnataka,Bengaluru,698652,PAN,INDIVIDUAL,Residential,Connection Released,EB004863,2026-06-11,RELEASED
Thomas Singh,Male,Telangana,Warangal,571357,PASSPORT,JOINT,Residential,Connection Released,EB004864,2026-06-11,RELEASED
